city,state,primary_zip,county,valid_zips
"ALTENBURG","MO","63732","PERRY","63732"
"ALTHA","FL","32421","CALHOUN","32421"
"ALTHEIMER","AR","72004","JEFFERSON","72004"
"ALTMAR","NY","13302","OSWEGO","13302"
"ALTO PASS","IL","62905","UNION","62905"
"ALTON BAY","NH","03810","BELKNAP","03810"
"ALTONAH","UT","84002","DUCHESNE","84002"
"ALTONA","IL","61414","KNOX","61414"
"ALTONA","NY","12910","CLINTON","12910"
"ALTON","AL","35015","JEFFERSON","35015"
"ALTON","IA","51003","SIOUX","51003"
"ALTON","IL","62002","MADISON","62002"
"ALTON","KS","67623","OSBORNE","67623"
"ALTON","MO","65606","OREGON","65606"
"ALTON","NH","03809","BELKNAP","03809"
"ALTON","NY","14413","WAYNE","14413"
"ALTON","TX","78572","HIDALGO","78572"
"ALTON","UT","84710","KANE","84710"
"ALTON","VA","24520","HALIFAX","24520"
"ALTOONA","AL","35952","ETOWAH","35952"
"ALTOONA","FL","32702","LAKE","32702"
"ALTOONA","IA","50009","POLK","50009"
"ALTOONA","KS","66710","WILSON","66710"
"ALTOONA","PA","16601","BLAIR","16601;16602;16603"
"ALTOONA","WI","54720","EAU CLAIRE","54720"
"ALTO","GA","30510","HABERSHAM","30510"
"ALTO","LA","71269","RICHLAND","71269"
"ALTO","MI","49302","KENT","49302"
"ALTO","NM","88312","LINCOLN","88312"
"ALTO","TX","75925","CHEROKEE","75925"
"ALTURAS","CA","96101","MODOC","96101"
"ALTURAS","FL","33820","POLK","33820"
"ALTURA","MN","55910","WINONA","55910"
"ALTUS AFB","OK","73523","JACKSON","73523"
"ALTUS","AR","72821","FRANKLIN","72821"
"ALTUS","OK","73521","JACKSON","73521;73522"
"ALUM BANK","PA","15521","BEDFORD","15521"
"ALUM BRIDGE","WV","26321","LEWIS","26321"
"ALUM CREEK","WV","25003","LINCOLN","25003"
"ALUM RIDGE","VA","24091","FLOYD","24091"
"ALVADA","OH","44802","SENECA","44802"
"ALVADORE","OR","97409","LANE","97409"
"ALVARADO","MN","56710","MARSHALL","56710"
"ALVARADO","TX","76009","JOHNSON","76009"
"ALVATON","GA","30218","MERIWETHER","30218"
"ALVATON","KY","42122","WARREN","42122"
"ALVA","FL","33920","LEE","33920"
"ALVA","OK","73717","WOODS","73717"
"ALVA","WY","82711","CROOK","82711"
"ALVERDA","PA","15710","INDIANA","15710"
"ALVERTON","PA","15612","WESTMORELAND","15612"
"ALVIN","IL","61811","VERMILION","61811"
"ALVIN","SC","29479","BERKELEY","29479"
"ALVIN","TX","77511","BRAZORIA","77511;77512"
"ALVIN","WI","54542","FLORENCE","54542"
"ALVISO","CA","95002","SANTA CLARA","95002"
"ALVORDTON","OH","43501","WILLIAMS","43501"
"ALVORD","IA","51230","LYON","51230"
"ALVORD","TX","76225","WISE","76225"
"ALVO","NE","68304","CASS","68304"
"ALZADA","MT","59311","CARTER","59311"
"AMADOR CITY","CA","95601","AMADOR","95601"
"AMADO","AZ","85640","SANTA CRUZ","85640;85645"
"AMAGANSETT","NY","11930","SUFFOLK","11930"
"AMAGON","AR","72005","JACKSON","72005"
"AMALIA","NM","87512","TAOS","87512"
"AMANA","IA","52203","IOWA","52203;52204"
"AMANDA PARK","WA","98526","GRAYS HARBOR","98526"
"AMANDA","OH","43102","FAIRFIELD","43102"
"AMARGOSA VALLEY","NV","89020","NYE","89020"
"AMARILLO","TX","79101","POTTER","79101;79102;79103;79104;79105;79106;79107;79108;79109;79110;79111;79114;79116;79117;79118;79119;79120;79121;79124;79159;79166;79168;79172;79174;79178;79185;79189"
"AMASA","MI","49903","IRON","49903"
"AMAWALK","NY","10501","WESTCHESTER","10501"
"AMAZONIA","MO","64421","ANDREW","64421"
"AMA","LA","70031","ST. CHARLES","70031"
"AMBERG","WI","54102","MARINETTE","54102"
"AMBERSON","PA","17210","FRANKLIN","17210"
"AMBER","OK","73004","GRADY","73004"
"AMBIA","IN","47917","BENTON","47917"
"AMBLER","AK","99786","NORTHWEST ARCTIC BOROUGH","99786"
"AMBLER","PA","19002","MONTGOMERY","19002"
"AMBOY","CA","92304","SAN BERNARDINO","92304"
"AMBOY","IL","61310","LEE","61310"
"AMBOY","IN","46911","MIAMI","46911"
"AMBOY","MN","56010","BLUE EARTH","56010"
"AMBOY","WA","98601","CLARK","98601"
"AMBOY","WV","26705","PRESTON","26705"
"AMBRIDGE","PA","15003","BEAVER","15003"
"AMBROSE","GA","31512","COFFEE","31512"
"AMBROSE","ND","58833","DIVIDE","58833"
"AMELIA COURT HOUSE","VA","23002","AMELIA","23002"
"AMELIA COURT HOU","VA","23002","AMELIA","23002"
"AMELIA ISLAND","FL","32034","NASSAU","32034"
"AMELIA","LA","70340","ST. MARY","70340"
"AMELIA","NE","68711","HOLT","68711"
"AMELIA","OH","45102","CLERMONT","45102"
"AMENIA","ND","58004","CASS","58004"
"AMENIA","NY","12501","DUTCHESS","12501"
"AMERICAN CANYON","CA","94589","SOLANO","94503;94589"
"AMERICAN FALLS","ID","83211","POWER","83211"
"AMERICAN FORK","UT","84003","UTAH","84003"
"AMERICUS","GA","31709","SUMTER","31709;31719"
"AMERICUS","KS","66835","LYON","66835"
"AMERY","WI","54001","POLK","54001"
"AMESBURY","MA","01913","ESSEX","01913"
"AMESVILLE","OH","45711","ATHENS","45711"
"AMES","IA","50010","STORY","50010;50011;50012;50013;50014"
"AMES","NE","68621","DODGE","68621"
"AMES","NY","13317","MONTGOMERY","13317"
"AMES","OK","73718","MAJOR","73718"
"AMES","TX","77575","LIBERTY","77575"
"AMHERST JUNCTION","WI","54407","PORTAGE","54407"
"AMHERSTDALE","WV","25607","LOGAN","25607"
"AMHERST","CO","80721","PHILLIPS","80721"
"AMHERST","MA","01002","HAMPSHIRE","01002;01003;01004"
"AMHERST","NE","68812","BUFFALO","68812"
"AMHERST","NH","03031","HILLSBOROUGH","03031"
"AMHERST","NY","14226","ERIE","14226;14228"
"AMHERST","OH","44001","LORAIN","44001"
"AMHERST","SD","57421","MARSHALL","57421"
"AMHERST","TX","79312","LAMB","79312"
"AMHERST","VA","24521","AMHERST","24521"
"AMHERST","WI","54406","PORTAGE","54406"
"AMIDON","ND","58620","SLOPE","58620"
"AMIGO","WV","25811","WYOMING","25811"
"AMISSVILLE","VA","20106","RAPPAHANNOCK","20106"
"AMISTAD","NM","88410","UNION","88410"
"AMITE","LA","70422","TANGIPAHOA","70422"
"AMITYVILLE","NY","11701","SUFFOLK","11701"
"AMITY","AR","71921","CLARK","71921"
"AMITY","MO","64422","DEKALB","64422"
"AMITY","OR","97101","YAMHILL","97101"
"AMITY","PA","15311","WASHINGTON","15311"
"AMLIN","OH","43002","FRANKLIN","43002"
"AMMA","WV","25005","ROANE","25005"
"AMMON","ID","83401","BONNEVILLE","83401"
"AMMON","VA","23850","DINWIDDIE","23822;23850"
"AMONATE","VA","24601","TAZEWELL","24601"
"AMORET","MO","64722","BATES","64722"
"AMORITA","OK","73719","ALFALFA","73719"
"AMORY","MS","38821","MONROE","38821"
"AMO","IN","46103","HENDRICKS","46103"
"AMPTHILL","VA","23234","CHESTERFIELD","23234"
"AMSTERDAM","MO","64723","BATES","64723"
"AMSTERDAM","NY","12010","MONTGOMERY","12010"
"AMSTERDAM","OH","43903","JEFFERSON","43903"
"AMSTON","CT","06231","TOLLAND","06231"
"ANABEL","MO","63431","MACON","63431"
"ANACOCO","LA","71403","VERNON","71403"
"ANACONDA","MT","59711","DEER LODGE","59711"
"ANACORTES","WA","98221","SKAGIT","98221"
"ANADARKO","OK","73005","CADDO","73005"
"ANAHEIM","CA","92801","ORANGE","92801;92802;92803;92804;92805;92806;92807;92808;92809;92812;92814;92815;92816;92817;92821;92823;92825;92850;92899"
"ANAHOLA","HI","96703","KAUAI","96703"
"ANAHUAC","TX","77514","CHAMBERS","77514"
"ANAKTUVUK PASS","AK","99721","NORTH SLOPE BOROUGH","99721"
"ANALOMINK","PA","18320","MONROE","18320"
"ANAMOOSE","ND","58710","MCHENRY","58710"
"ANAMOSA","IA","52205","JONES","52205"
"ANATONE","WA","99401","ASOTIN","99401"
"ANAWALT","WV","24808","MCDOWELL","24808"
"ANCHOR POINT","AK","99556","KENAI PENINSULA","99556"
"ANCHORAGE","AK","99501","ANCHORAGE BOROUGH","99501;99502;99503;99504;99507;99508;99509;99510;99511;99513;99514;99515;99516;99517;99518;99519;99520;99521;99522;99523;99524;99529;99530;99599;99695"
"ANCHORAGE","KY","40223","JEFFERSON","40223"
"ANCHORVILLE","MI","48004","ST. CLAIR","48004"
"ANCHOR","IL","61720","MCLEAN","61720"
"ANCONA","IL","61311","LIVINGSTON","61311"
"ANCO","KY","41759","KNOTT","41759"
"ANCRAMDALE","NY","12503","COLUMBIA","12503"
"ANCRAM","NY","12502","COLUMBIA","12502"
"ANDALE","KS","67001","SEDGWICK","67001"
"ANDALUSIA","AL","36420","COVINGTON","36420;36421"
"ANDALUSIA","IL","61232","ROCK ISLAND","61232"
"ANDERSON ISLAND","WA","98303","PIERCE","98303"
"ANDERSONVILLE","GA","31711","SUMTER","31711"
"ANDERSONVILLE","TN","37705","ANDERSON","37705"
"ANDERSON","AK","99744","DENALI BOROUGH","99744"
"ANDERSON","AL","35610","LAUDERDALE","35610"
"ANDERSON","CA","96007","SHASTA","96007"
"ANDERSON","IN","46011","MADISON","46011;46012;46013;46014;46015;46016;46017;46018"
"ANDERSON","MO","64831","MCDONALD","64831"
"ANDERSON","OH","45230","HAMILTON","45230;45255"
"ANDERSON","SC","29621","ANDERSON","29621;29622;29623;29624;29625;29626"
"ANDERSON","TX","77830","GRIMES","77830"
"ANDES","NY","13731","DELAWARE","13731"
"ANDICE","TX","78628","WILLIAMSON","78628"
"ANDOVER","CT","06232","TOLLAND","06232"
"ANDOVER","IA","52701","CLINTON","52701"
"ANDOVER","IL","61233","HENRY","61233"
"ANDOVER","KS","67002","BUTLER","67002"
"ANDOVER","MA","01810","ESSEX","01810;01812;01899;05501;05544"
"ANDOVER","ME","04216","OXFORD","04216"
"ANDOVER","MN","55304","ANOKA","55304"
"ANDOVER","NH","03216","MERRIMACK","03216"
"ANDOVER","NJ","07821","SUSSEX","07821"
"ANDOVER","NY","14806","ALLEGANY","14806"
"ANDOVER","OH","44003","ASHTABULA","44003"
"ANDOVER","SD","57422","DAY","57422"
"ANDOVER","VA","24215","WISE","24215"
"ANDREAS","PA","18211","SCHUYLKILL","18211"
"ANDREWS AIR FORCE BASE","MD","20762","PRINCE GEORGE'S","20762"
"ANDREWS","IN","46702","HUNTINGTON","46702"
"ANDREWS","NC","28901","CHEROKEE","28901"
"ANDREWS","SC","29510","GEORGETOWN","29510"
"ANDREWS","TX","79714","ANDREWS","79714"
"ANDREW","IA","52030","JACKSON","52030"
"ANDREW","IL","62707","SANGAMON","62707"
"ANETA","ND","58212","NELSON","58212"
"ANETH","UT","84510","SAN JUAN","84510"
"ANGEL FIRE","NM","87710","COLFAX","87710"
"ANGELA","MT","59312","ROSEBUD","59312"
"ANGELICA","NY","14709","ALLEGANY","14709"
"ANGELS CAMP","CA","95222","CALAVERAS","95222"
"ANGELUS OAKS","CA","92305","SAN BERNARDINO","92305"
"ANGIER","NC","27501","HARNETT","27501"
"ANGIE","LA","70426","WASHINGTON","70426"
"ANGLE INLET","MN","56711","LAKE OF THE WOODS","56711"
"ANGLETON","TX","77515","BRAZORIA","77515;77516"
"ANGOLA","IN","46703","STEUBEN","46703"
"ANGOLA","LA","70712","WEST FELICIANA","70712"
"ANGOLA","NY","14006","ERIE","14006"
"ANGOON","AK","99820","SKAGWAY-HOONAH-ANGOON CENSUS AREA","99820"
"ANGORA","MN","55703","ST. LOUIS","55703"
"ANGORA","NE","69331","MORRILL","69331"
"ANGUILLA","MS","38721","SHARKEY","38721"
"ANGUS","MN","56712","POLK","56712"
"ANGWIN","CA","94508","NAPA","94508"
"ANIAK","AK","99557","BETHEL CENSUS AREA","99557"
"ANIMAS","NM","88020","HIDALGO","88020"
"ANITA","IA","50020","CASS","50020"
"ANITA","PA","15711","JEFFERSON","15711"
"ANIWA","WI","54408","MARATHON","54408"
"ANKENY","IA","50021","POLK","50021;50023"
"ANMOORE","WV","26323","HARRISON","26323"
"ANN ARBOR","MI","48103","WASHTENAW","48103;48104;48105;48106;48107;48108;48109;48113"
"ANNA MARIA","FL","34216","MANATEE","34216"
"ANNABELLA","UT","84711","SEVIER","84711"
"ANNADA","MO","63330","PIKE","63330"
"ANNANDALE ON HUDSON","NY","12504","DUTCHESS","12504"
"ANNANDALE","MN","55302","WRIGHT","55302"
"ANNANDALE","NJ","08801","HUNTERDON","08801"
"ANNANDALE","VA","22003","FAIRFAX","22003"
"ANNAPOLIS JUNCTION","MD","20701","HOWARD","20701"
"ANNAPOLIS JUNCTI","MD","20701","HOWARD","20701"
"ANNAPOLIS","CA","95412","SONOMA","95412"
"ANNAPOLIS","IL","62413","CRAWFORD","62413"
"ANNAPOLIS","MD","21403","ANNE ARUNDEL","21401;21402;21403;21404;21405;21409;21411;21412"
"ANNAPOLIS","MO","63620","IRON","63620"
"ANNAWAN","IL","61234","HENRY","61234"
"ANNA","IL","62906","UNION","62906"
"ANNA","OH","45302","SHELBY","45302"
"ANNA","TX","75409","COLLIN","75409"
"ANNISTON","AL","36201","CALHOUN","36201;36202;36204;36205;36206;36207"
"ANNISTON","MO","63820","MISSISSIPPI","63820"
"ANNONA","TX","75550","RED RIVER","75550"
"ANNVILLE","KY","40402","JACKSON","40402"
"ANNVILLE","PA","17003","LEBANON","17003"
"ANOKA","MN","55303","ANOKA","55303"
"ANSELMO","NE","68813","CUSTER","68813"
"ANSLEY","NE","68814","CUSTER","68814"
"ANSONIA","CT","06401","NEW HAVEN","06401"
"ANSONIA","OH","45303","DARKE","45303"
"ANSONVILLE","NC","28007","ANSON","28007"
"ANSON","ME","04911","SOMERSET","04911"
"ANSON","TX","79501","JONES","79501"
"ANSTED","WV","25812","FAYETTE","25812"
"ANTELOPE","CA","95843","SACRAMENTO","95843"
"ANTELOPE","KS","66858","MARION","66858"
"ANTELOPE","MT","59211","SHERIDAN","59211"
"ANTELOPE","OR","97001","WASCO","97001"
"ANTES FORT","PA","17720","LYCOMING","17720"
"ANTHONY","FL","32617","MARION","32617"
"ANTHONY","KS","67003","HARPER","67003"
"ANTHONY","NM","88021","DOÑA ANA","88021"
"ANTHONY","TX","79821","EL PASO","79821"
"ANTHONY","WV","24938","GREENBRIER","24938"
"ANTHON","IA","51004","WOODBURY","51004"
"ANTIGO","WI","54409","LANGLADE","54409"
"ANTIMONY","UT","84712","GARFIELD","84712"
"ANTIOCH","CA","94509","CONTRA COSTA","94509;94531"
"ANTIOCH","IL","60002","LAKE","60002"
"ANTIOCH","OH","43793","MONROE","43793"
"ANTIOCH","TN","37013","DAVIDSON","37011;37013"
"ANTLERS","OK","74523","PUSHMATAHA","74523"
"ANTLER","ND","58711","BOTTINEAU","58711"
"ANTOINE","AR","71922","PIKE","71922"
"ANTON CHICO","NM","87711","GUADALUPE","87711"
"ANTONIA","MO","63052","JEFFERSON","63052"
"ANTONINO","KS","67601","ELLIS","67601"
"ANTONITO","CO","81120","CONEJOS","81120"
"ANTON","CO","80801","WASHINGTON","80801"
"ANTON","TX","79313","HOCKLEY","79313"
"ANTRIM","NH","03440","HILLSBOROUGH","03440"
"ANTWERP","NY","13608","JEFFERSON","13608"
"ANTWERP","OH","45813","PAULDING","45813"
"ANUTT","MO","65540","DENT","65540"
"ANVIK","AK","99558","YUKON-KOYUKUK CENSUS AREA","99558"
"ANZA","CA","92539","RIVERSIDE","92539"
"APACHE JUNCTION","AZ","85220","PINAL","85117;85119;85120;85178;85220"
"APACHE","OK","73006","CADDO","73006"
"APALACHICOLA","FL","32320","FRANKLIN","32320;32329"
"APALACHIN","NY","13732","TIOGA","13732"
"APEX","NC","27502","WAKE","27502;27523;27539"
"APISON","TN","37302","HAMILTON","37302"
"APLINGTON","IA","50604","BUTLER","50604"
"APOLLO BEACH","FL","33572","HILLSBOROUGH","33572"
"APOLLO","PA","15613","WESTMORELAND","15613"
"APOPKA","FL","32712","ORANGE","32703;32704;32712"
"APPALACHIA","VA","24216","WISE","24216"
"APPAM","ND","58830","WILLIAMS","58830"
"APPLE CREEK","OH","44606","WAYNE","44606"
"APPLE GROVE","WV","25502","MASON","25502"
"APPLE RIVER","IL","61001","JO DAVIESS","61001"
"APPLE SPRINGS","TX","75926","TRINITY","75926"
"APPLE VALLEY","CA","92307","SAN BERNARDINO","92307;92308"
"APPLE VALLEY","MN","55124","DAKOTA","55124"
"APPLEBY","TX","75961","NACOGDOCHES","75961"
"APPLEGATE","CA","95703","PLACER","95703"
"APPLEGATE","MI","48401","SANILAC","48401"
"APPLEGATE","OR","97530","JACKSON","97530"
"APPLETON CITY","MO","64724","ST. CLAIR","64724"
"APPLETON","MN","56208","SWIFT","56208"
"APPLETON","NY","14008","NIAGARA","14008"
"APPLETON","WA","98602","KLICKITAT","98602"
"APPLETON","WI","54911","OUTAGAMIE","54911;54912;54913;54914;54915;54919"
"APPLING","GA","30802","COLUMBIA","30802"
"APPOMATTOX","VA","24522","APPOMATTOX","24522"
"APTOS","CA","95003","SANTA CRUZ","95001;95003"
"APULIA STATION","NY","13020","ONONDAGA","13020"
"AQUASCO","MD","20608","PRINCE GEORGES","20608"
"AQUASHICOLA","PA","18012","CARBON","18012"
"AQUEBOGUE","NY","11931","SUFFOLK","11931"
"AQUILLA","TX","76622","HILL","76622"
"ARABI","GA","31712","CRISP","31712"
"ARABI","LA","70032","ST. BERNARD","70032"
"ARAB","AL","35016","MARSHALL","35016"
"ARAGON","GA","30104","POLK","30104"
"ARAGON","NM","87820","CATRON","87820"
"ARANSAS PASS","TX","78336","SAN PATRICIO","78335;78336"
"ARAPAHOE","CO","80802","CHEYENNE","80802"
"ARAPAHOE","NC","28510","PAMLICO","28510"
"ARAPAHOE","NE","68922","FURNAS","68922"
"ARAPAHOE","WY","82510","FREMONT","82510"
"ARAPAHO","OK","73620","CUSTER","73620"
"ARARAT","NC","27007","SURRY","27007"
"ARARAT","VA","24053","PATRICK","24053"
"ARBELA","MO","63432","SCOTLAND","63432"
"ARBOLES","CO","81121","ARCHULETA","81121"
"ARBON","ID","83212","POWER","83212"
"ARBOVALE","WV","24915","POCAHONTAS","24915"
"ARBUCKLE","CA","95912","COLUSA","95912"
"ARBUCKLE","WV","25123","MASON","25123"
"ARBYRD","MO","63821","DUNKLIN","63821"
"ARCADE","NY","14009","WYOMING","14009"
"ARCADIA","CA","91006","LOS ANGELES","91006;91007;91066;91077"
"ARCADIA","FL","34265","DESOTO","34265;34266;34269"
"ARCADIA","IA","51430","CARROLL","51430"
"ARCADIA","IL","62650","MORGAN","62650"
"ARCADIA","IN","46030","HAMILTON","46030"
"ARCADIA","KS","66711","CRAWFORD","66711"
"ARCADIA","LA","71001","BIENVILLE","71001"
"ARCADIA","MI","49613","MANISTEE","49613"
"ARCADIA","MO","63621","IRON","63621"
"ARCADIA","NE","68815","VALLEY","68815"
"ARCADIA","OH","44804","HANCOCK","44804"
"ARCADIA","OK","73007","OKLAHOMA","73007"
"ARCADIA","PA","15712","INDIANA","15712"
"ARCADIA","SC","29320","SPARTANBURG","29320"
"ARCADIA","TX","77517","GALVESTON","77517"
"ARCADIA","WI","54612","TREMPEALEAU","54612"
"ARCANUM","OH","45304","DARKE","45304"
"ARCATA","CA","95518","HUMBOLDT","95518;95521"
"ARCH CAPE","OR","97102","CLATSOP","97102"
"ARCHBALD","PA","18403","LACKAWANNA","18403"
"ARCHBOLD","OH","43502","FULTON","43502"
"ARCHDALE","NC","27263","RANDOLPH","27263"
"ARCHER CITY","TX","76351","ARCHER","76351"
"ARCHER","FL","32618","ALACHUA","32618"
"ARCHER","IA","51231","OBRIEN","51231"
"ARCHER","NE","68816","MERRICK","68816"
"ARCHIBALD","LA","71218","RICHLAND","71218"
"ARCHIE","MO","64725","CASS","64725"
"ARCOLA","IL","61910","DOUGLAS","61910"
"ARCOLA","IN","46704","ALLEN","46704"
"ARCOLA","MO","65603","DADE","65603"
"ARCOLA","MS","38722","WASHINGTON","38722"
"ARCO","ID","83213","BUTTE","83213"
"ARCO","MN","56113","LINCOLN","56113"
"ARCTIC VILLAGE","AK","99722","YUKON-KOYUKUK CENSUS AREA","99722"
"ARDARA","PA","15615","WESTMORELAND","15615"
"ARDENVOIR","WA","98811","CHELAN","98811"
"ARDEN","NC","28704","BUNCOMBE","28704"
"ARDEN","NY","10910","ORANGE","10910"
"ARDMORE","AL","35739","LIMESTONE","35739"
"ARDMORE","OK","73401","CARTER","73401;73402;73403"
"ARDMORE","PA","19003","MONTGOMERY","19003"
"ARDMORE","TN","38449","GILES","38449;38453"
"ARDOCH","ND","58213","WALSH","58213"
"ARDSLEY ON HUDSON","NY","10503","WESTCHESTER","10503"
"ARDSLEY ON HUDSO","NY","10503","WESTCHESTER","10503"
"ARDSLEY","NY","10502","WESTCHESTER","10502"
"AREDALE","IA","50605","BUTLER","50605"
"ARENAS VALLEY","NM","88022","GRANT","88022"
"ARENA","WI","53503","IOWA","53503"
"ARENDTSVILLE","PA","17303","ADAMS","17303"
"ARENZVILLE","IL","62611","CASS","62611"
"ARGENTA","IL","62501","MACON","62501"
"ARGILLITE","KY","41121","GREENUP","41121"
"ARGONIA","KS","67004","SUMNER","67004"
"ARGONNE","IL","60439","COOK","60439"
"ARGONNE","WI","54511","FOREST","54511"
"ARGOS","IN","46501","MARSHALL","46501"
"ARGO","IL","60501","COOK","60501"
"ARGO","KY","41568","PIKE","41568"
"ARGUSVILLE","ND","58005","CASS","58005"
"ARGUS","CA","93562","SAN BERNARDINO","93562"
"ARGYLE","FL","32422","WALTON","32422"
"ARGYLE","GA","31623","CLINCH","31623"
"ARGYLE","IA","52619","LEE","52619"
"ARGYLE","MI","48410","SANILAC","48410"
"ARGYLE","MN","56713","MARSHALL","56713"
"ARGYLE","MO","65001","OSAGE","65001"
"ARGYLE","NY","12809","WASHINGTON","12809"
"ARGYLE","TX","76226","DENTON","76226"
"ARGYLE","WI","53504","LAFAYETTE","53504"
"ARIEL","WA","98603","COWLITZ","98603"
"ARIMO","ID","83214","BANNOCK","83214"
"ARION","IA","51520","CRAWFORD","51520"
"ARIPEKA","FL","34679","PASCO","34679"
"ARISPE","IA","50831","UNION","50831"
"ARISTES","PA","17920","COLUMBIA","17920"
"ARITON","AL","36311","DALE","36311"
"ARIVACA","AZ","85601","PIMA","85601"
"ARIZONA BOYS RAN","AZ","85242","MARICOPA","85242"
"ARIZONA CITY","AZ","85223","PINAL","85123;85223"
"ARJAY","KY","40902","BELL","40902"
"ARKABUTLA","MS","38602","TATE","38602"
"ARKADELPHIA","AR","71923","CLARK","71923;71998;71999"
"ARKANSAS CITY","AR","71630","DESHA","71630"
"ARKANSAS CITY","KS","67005","COWLEY","67005"
"ARKANSAW","WI","54721","PEPIN","54721"
"ARKDALE","WI","54613","ADAMS","54613"
"ARKOMA","OK","74901","LE FLORE","74901"
"ARKPORT","NY","14807","STEUBEN","14807"
"ARKVILLE","NY","12406","DELAWARE","12406"
"ARK","VA","23003","GLOUCESTER","23003"
"ARLEE","MT","59821","LAKE","59821"
"ARLETA","CA","91331","LOS ANGELES","91331"
"ARLEY","AL","35541","WINSTON","35541"
"ARLINGTON HEIGHTS","IL","60004","COOK","60004;60005;60006"
"ARLINGTON HEIGHTS","MA","02475","MIDDLESEX","02475"
"ARLINGTON HEIGHT","IL","60004","COOK","60004;60005"
"ARLINGTON","AL","36722","WILCOX","36722"
"ARLINGTON","AZ","85322","MARICOPA","85322"
"ARLINGTON","CO","81021","KIOWA","81021"
"ARLINGTON","GA","31713","CALHOUN","31713;39813"
"ARLINGTON","IA","50606","FAYETTE","50606"
"ARLINGTON","IL","61312","BUREAU","61312"
"ARLINGTON","IN","46104","RUSH","46104"
"ARLINGTON","KS","67514","RENO","67514"
"ARLINGTON","KY","42021","CARLISLE","42021"
"ARLINGTON","MA","02474","MIDDLESEX","02474;02476"
"ARLINGTON","MN","55307","SIBLEY","55307"
"ARLINGTON","NE","68002","WASHINGTON","68002"
"ARLINGTON","NY","12603","DUTCHESS","12603"
"ARLINGTON","OH","45814","HANCOCK","45814"
"ARLINGTON","OR","97812","GILLIAM","97812"
"ARLINGTON","SD","57212","KINGSBURY","57212"
"ARLINGTON","TN","38002","SHELBY","38002"
"ARLINGTON","TX","76006","TARRANT","76001;76002;76003;76004;76005;76006;76007;76010;76011;76012;76013;76014;76015;76016;76017;76018;76019;76094;76096"
"ARLINGTON","VA","22201","ARLINGTON","22201;22202;22203;22204;22205;22206;22207;22209;22210;22211;22212;22213;22214;22215;22216;22217;22219;22225;22226;22227;22230;22240;22241;22242;22243;22244;22245;22246"
"ARLINGTON","VT","05250","BENNINGTON","05250"
"ARLINGTON","WA","98223","SNOHOMISH","98223"
"ARLINGTON","WI","53911","COLUMBIA","53911"
"ARMADA","MI","48005","MACOMB","48005"
"ARMAGH","PA","15920","INDIANA","15920"
"ARMA","KS","66712","CRAWFORD","66712"
"ARMBRUST","PA","15616","WESTMORELAND","15616"
"ARMINGTON","IL","61721","TAZEWELL","61721"
"ARMINTO","WY","82630","NATRONA","82630"
"ARMONA","CA","93202","KINGS","93202"
"ARMONK","NY","10504","WESTCHESTER","10504"
"ARMOREL","AR","72310","MISSISSIPPI","72310"
"ARMOUR","SD","57313","DOUGLAS","57313"
"ARMSTRONG CREEK","WI","54103","FOREST","54103"
"ARMSTRONG MILLS","OH","43933","BELMONT","43933"
"ARMSTRONG","IA","50514","EMMET","50514"
"ARMSTRONG","IL","61812","VERMILION","61812"
"ARMSTRONG","MO","65230","HOWARD","65230"
